SampleType,Lake,YearSampled,StationName,Date,Time,Temperature,MeasurementType,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/20/07,8:20:00 PM,25.5,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/20/07,9:20:00 PM,24.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/20/07,10:20:00 PM,26.375,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/20/07,11:20:00 PM,25.875,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/21/07,12:20:00 AM,21.625,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/21/07,1:20:00 AM,20,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/21/07,2:20:00 AM,18.625,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/21/07,3:20:00 AM,17.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/21/07,4:20:00 AM,17.125,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/21/07,5:20:00 AM,16.625,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/21/07,6:20:00 AM,15.875,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/21/07,7:20:00 AM,15.25,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/21/07,8:20:00 AM,14.875,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/21/07,9:20:00 AM,16.25,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/21/07,10:20:00 AM,17.375,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/21/07,11:20:00 AM,17.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/21/07,12:20:00 PM,18.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/21/07,1:20:00 PM,19.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/21/07,2:20:00 PM,21,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/21/07,3:20:00 PM,22.125,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/21/07,4:20:00 PM,22.875,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/21/07,5:20:00 PM,23.625,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/21/07,6:20:00 PM,24.25,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/21/07,7:20:00 PM,24.125,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/21/07,8:20:00 PM,23.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/21/07,9:20:00 PM,23.5,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/21/07,10:20:00 PM,22.625,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/21/07,11:20:00 PM,19.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/22/07,12:20:00 AM,19.25,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/22/07,1:20:00 AM,18.875,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/22/07,2:20:00 AM,18,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/22/07,3:20:00 AM,16.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/22/07,4:20:00 AM,15.625,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/22/07,5:20:00 AM,14.5,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/22/07,6:20:00 AM,13.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/22/07,7:20:00 AM,13.125,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/22/07,8:20:00 AM,12.625,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/22/07,9:20:00 AM,12.5,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/22/07,10:20:00 AM,12.5,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/22/07,11:20:00 AM,12.625,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/22/07,12:20:00 PM,14.125,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/22/07,1:20:00 PM,15,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/22/07,2:20:00 PM,16.875,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/22/07,3:20:00 PM,18.125,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/22/07,4:20:00 PM,18.5,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/22/07,5:20:01 PM,18.375,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/22/07,6:20:01 PM,19.375,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/22/07,7:20:01 PM,18.875,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/22/07,8:20:01 PM,19.625,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/22/07,9:20:01 PM,19.5,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/22/07,10:20:01 PM,18.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/22/07,11:20:01 PM,18.375,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/23/07,12:20:01 AM,18.25,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/23/07,1:20:01 AM,17.5,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/23/07,2:20:01 AM,17.375,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/23/07,3:20:01 AM,17.125,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/23/07,4:20:01 AM,16.125,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/23/07,5:20:01 AM,15.125,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/23/07,6:20:01 AM,14.25,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/23/07,7:20:01 AM,13.625,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/23/07,8:20:01 AM,13.125,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/23/07,9:20:01 AM,13.375,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/23/07,10:20:01 AM,15.375,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/23/07,11:20:01 AM,15.875,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/23/07,12:20:01 PM,16.125,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/23/07,1:20:01 PM,16.125,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/23/07,2:20:01 PM,16.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/23/07,3:20:01 PM,18.25,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/23/07,4:20:01 PM,19.125,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/23/07,5:20:01 PM,19.375,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/23/07,6:20:01 PM,19.5,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/23/07,7:20:01 PM,20.125,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/23/07,8:20:01 PM,20.875,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/23/07,9:20:01 PM,21.125,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/23/07,10:20:01 PM,20.125,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/23/07,11:20:01 PM,19,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/24/07,12:20:01 AM,18.25,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/24/07,1:20:01 AM,17.375,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/24/07,2:20:01 AM,16.375,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/24/07,3:20:01 AM,15.625,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/24/07,4:20:01 AM,15,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/24/07,5:20:01 AM,14.375,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/24/07,6:20:01 AM,13.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/24/07,7:20:01 AM,13.375,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/24/07,8:20:01 AM,13.125,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/24/07,9:20:01 AM,13.375,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/24/07,10:20:01 AM,13.875,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/24/07,11:20:01 AM,16,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/24/07,12:20:01 PM,16.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/24/07,1:20:01 PM,17.5,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/24/07,2:20:01 PM,19.375,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/24/07,3:20:01 PM,20.625,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/24/07,4:20:01 PM,21.875,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/24/07,5:20:01 PM,22.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/24/07,6:20:01 PM,22.375,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/24/07,7:20:01 PM,22.125,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/24/07,8:20:01 PM,22.375,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/24/07,9:20:01 PM,22.375,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/24/07,10:20:01 PM,22,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/24/07,11:20:01 PM,21.125,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/25/07,12:20:01 AM,20.125,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/25/07,1:20:01 AM,19.125,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/25/07,2:20:01 AM,18,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/25/07,3:20:01 AM,17,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/25/07,4:20:01 AM,16,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/25/07,5:20:01 AM,14.875,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/25/07,6:20:01 AM,14,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/25/07,7:20:01 AM,13.25,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/25/07,8:20:01 AM,12.625,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/25/07,9:20:01 AM,12.5,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/25/07,10:20:01 AM,12.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/25/07,11:20:01 AM,13.375,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/25/07,12:20:01 PM,14,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/25/07,1:20:01 PM,14.25,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/25/07,2:20:01 PM,14.5,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/25/07,3:20:01 PM,14.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/25/07,4:20:01 PM,15.25,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/25/07,5:20:01 PM,16,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/25/07,6:20:01 PM,16.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/25/07,7:20:01 PM,17.5,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/25/07,8:20:01 PM,18.625,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/25/07,9:20:01 PM,19.5,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/25/07,10:20:01 PM,19.625,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/25/07,11:20:01 PM,19.5,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/26/07,12:20:01 AM,19.125,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/26/07,1:20:01 AM,18.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/26/07,2:20:01 AM,18.25,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/26/07,3:20:01 AM,17.5,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/26/07,4:20:01 AM,16.875,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/26/07,5:20:01 AM,16.25,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/26/07,6:20:01 AM,15.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/26/07,7:20:01 AM,15.125,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/26/07,8:20:01 AM,14.875,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/26/07,9:20:01 AM,15.25,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/26/07,10:20:01 AM,15.625,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/26/07,11:20:01 AM,16,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/26/07,12:20:01 PM,16.625,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/26/07,1:20:01 PM,17.125,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/26/07,2:20:01 PM,17.625,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/26/07,3:20:01 PM,18,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/26/07,4:20:01 PM,18.375,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/26/07,5:20:01 PM,18.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/26/07,6:20:01 PM,18.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/26/07,7:20:01 PM,18.625,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/26/07,8:20:01 PM,18.625,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/26/07,9:20:01 PM,18.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/26/07,10:20:01 PM,18.875,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/26/07,11:20:01 PM,19,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/27/07,12:20:01 AM,18.875,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/27/07,1:20:01 AM,18.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/27/07,2:20:01 AM,18.125,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/27/07,3:20:01 AM,17.375,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/27/07,4:20:01 AM,16.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/27/07,5:20:01 AM,16,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/27/07,6:20:01 AM,15.5,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/27/07,7:20:01 AM,14.875,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/27/07,8:20:01 AM,14.5,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/27/07,9:20:01 AM,14.25,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/27/07,10:20:01 AM,15.25,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/27/07,11:20:01 AM,16.25,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/27/07,12:20:01 PM,16.875,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/27/07,1:20:01 PM,17.375,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/27/07,2:20:01 PM,18,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/27/07,3:20:01 PM,18.5,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/27/07,4:20:01 PM,18.875,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/27/07,5:20:01 PM,18.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/27/07,6:20:01 PM,18.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/27/07,7:20:01 PM,18.625,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/27/07,8:20:01 PM,18.5,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/27/07,9:20:01 PM,18.375,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/27/07,10:20:01 PM,18.875,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/27/07,11:20:01 PM,18.375,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/28/07,12:20:01 AM,18.125,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/28/07,1:20:01 AM,18,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/28/07,2:20:01 AM,17.625,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/28/07,3:20:01 AM,16.875,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/28/07,4:20:01 AM,16.25,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/28/07,5:20:01 AM,15.625,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/28/07,6:20:01 AM,15,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/28/07,7:20:01 AM,14.375,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/28/07,8:20:01 AM,14,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/28/07,9:20:01 AM,13.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/28/07,10:20:01 AM,14.625,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/28/07,11:20:01 AM,15.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/28/07,12:20:01 PM,16.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/28/07,1:20:01 PM,17.625,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/28/07,2:20:01 PM,18.375,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/28/07,3:20:01 PM,18.875,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/28/07,4:20:01 PM,19,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/28/07,5:20:01 PM,19,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/28/07,6:20:01 PM,18.875,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/28/07,7:20:01 PM,18.125,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/28/07,8:20:01 PM,17.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/28/07,9:20:01 PM,18.25,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/28/07,10:20:01 PM,18.625,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/28/07,11:20:01 PM,18.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/29/07,12:20:01 AM,18.375,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/29/07,1:20:01 AM,17.875,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/29/07,2:20:01 AM,17.25,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/29/07,3:20:01 AM,16.5,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/29/07,4:20:01 AM,15.875,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/29/07,5:20:01 AM,15.25,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/29/07,6:20:01 AM,14.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/29/07,7:20:01 AM,14.25,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/29/07,8:20:01 AM,13.875,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/29/07,9:20:01 AM,13.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/29/07,10:20:01 AM,14,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/29/07,11:20:01 AM,14.875,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/29/07,12:20:01 PM,15.625,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/29/07,1:20:01 PM,16,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/29/07,2:20:01 PM,17,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/29/07,3:20:01 PM,17.625,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/29/07,4:20:01 PM,17.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/29/07,5:20:01 PM,17.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/29/07,6:20:01 PM,17.75,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/29/07,7:20:01 PM,17.375,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/29/07,8:20:01 PM,17.375,iButton,
Temperature,Nerka,2007,Nerka Kema Creek Lower,6/29/07,9:20:01 PM,17.5,iButton,
