SiteYear,StationName.x,YearSampled.x,CDD,CDD_172,MWAT,mn_summer,count,Year,Site,Length_n,SampleType,Lake,YearSampled.y,DateSampled,StationName.y,Species,Length,Mass,Month,threshold,error_rate,age
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,79,5.23,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,97,11.06,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,87,7.6,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,89,8.06,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,95,8.68,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,100,11.37,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,111,15.19,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,86,NA,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,38,NA,8,67.24138217164273,0.01898,0
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,94,9.5,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,90,7.78,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,94,9.2,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,97,10.25,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,88,7.72,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,90,8.57,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,80,5.43,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,104,11.83,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,72,NA,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,94,9.85,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,110,15.4,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,85,7.69,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,96,10.15,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,79,NA,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,79,NA,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,96,10.64,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,77,NA,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,101,10.67,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,87,7.79,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,44,NA,8,67.24138217164273,0.01898,0
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,105,13.16,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,89,NA,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,81,NA,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,77,NA,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,76,NA,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,84,7.16,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,79,NA,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,85,7.49,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,76,NA,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,99,11.55,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,94,9.49,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,76,5.6,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,82,6.3,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,83,6.43,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,44,NA,8,67.24138217164273,0.01898,0
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,73,NA,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,76,4.99,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,114,18.24,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,38,NA,8,67.24138217164273,0.01898,0
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,90,8.6,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,87,7.43,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,87,7.65,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,86,7.13,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,65,NA,8,67.24138217164273,0.01898,0
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,80,5.92,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,44,NA,8,67.24138217164273,0.01898,0
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,90,8.26,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,105,14.05,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,86,7.2,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,93,NA,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,98,10.72,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,85,6.78,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,81,NA,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,67,NA,8,67.24138217164273,0.01898,0
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,80,NA,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,74,NA,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,85,NA,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,93,9.05,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,88,NA,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,92,NA,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,92,9.21,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,85,7.12,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,84,6.7,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-11T00:00:00Z,Bear Creek,Coho salmon,85,NA,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-18T00:00:00Z,Bear Creek,Coho salmon,95,10.63,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-18T00:00:00Z,Bear Creek,Coho salmon,98,NA,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-18T00:00:00Z,Bear Creek,Coho salmon,93,NA,8,67.24138217164273,0.01898,1
Bear_Creek_2011,Bear Creek,2011,514.175,444.78125,6.950892857142857,5.777247191011236,89,2011,Bear_Creek,283,Stick Seine,Aleknagik,2011,2011-08-18T00:00:00Z,Bear Creek,Coho salmon,118,NA,8,67.24138217164273,0.01898,1
