# Water_Temp.Water_Temp@LACL_KIJILO_Q.EntireRecord.csv generated at 2020-11-03 12:50:07 (UTC-07:00) by AQUARIUS Time-Series 20.1.68.0
# 
# Time-series identifier: Water Temp.Water Temp@LACL_KIJILO_Q
# Location: Kijik Lake Outlet - Water Quantity
# UTC offset: (UTC+00:00)
# Value units: degC
# Value parameter: Water Temp
# Interpolation type: Instantaneous Values
# Time-series type: Basic
# 
# Export options: Corrected signal from Beginning of Record to End of Record
# 
# CSV data starts at line 15.
# 
ISO 8601 UTC,Timestamp (UTC+00:00),Value,Approval Level,Grade,Qualifiers
2015-09-09T13:00:00Z,2015-09-09 13:00:00,12.401,Working,-1,
2015-09-09T14:00:00Z,2015-09-09 14:00:00,12.497,Working,-1,
2015-09-09T15:00:00Z,2015-09-09 15:00:00,12.497,Working,-1,
2015-09-09T16:00:00Z,2015-09-09 16:00:00,12.401,Working,-1,
2015-09-09T17:00:00Z,2015-09-09 17:00:00,12.304,Working,-1,
2015-09-09T18:00:00Z,2015-09-09 18:00:00,12.207,Working,-1,
2015-09-09T19:00:00Z,2015-09-09 19:00:00,12.11,Working,-1,
2015-09-09T20:00:00Z,2015-09-09 20:00:00,11.916,Working,-1,
2015-09-09T21:00:00Z,2015-09-09 21:00:00,11.722,Working,-1,
2015-09-09T22:00:00Z,2015-09-09 22:00:00,11.625,Working,-1,
2015-09-09T23:00:00Z,2015-09-09 23:00:00,11.431,Working,-1,
2015-09-10T00:00:00Z,2015-09-10 00:00:00,11.236,Working,-1,
2015-09-10T01:00:00Z,2015-09-10 01:00:00,11.041,Working,-1,
2015-09-10T02:00:00Z,2015-09-10 02:00:00,11.041,Working,-1,
2015-09-10T03:00:00Z,2015-09-10 03:00:00,10.944,Working,-1,
2015-09-10T04:00:00Z,2015-09-10 04:00:00,10.944,Working,-1,
2015-09-10T05:00:00Z,2015-09-10 05:00:00,10.944,Working,-1,
2015-09-10T06:00:00Z,2015-09-10 06:00:00,10.944,Working,-1,
2015-09-10T07:00:00Z,2015-09-10 07:00:00,10.944,Working,-1,
2015-09-10T08:00:00Z,2015-09-10 08:00:00,10.944,Working,-1,
2015-09-10T09:00:00Z,2015-09-10 09:00:00,11.041,Working,-1,
2015-09-10T10:00:00Z,2015-09-10 10:00:00,11.139,Working,-1,
2015-09-10T11:00:00Z,2015-09-10 11:00:00,11.236,Working,-1,
2015-09-10T12:00:00Z,2015-09-10 12:00:00,11.334,Working,-1,
2015-09-10T13:00:00Z,2015-09-10 13:00:00,11.431,Working,-1,
2015-09-10T14:00:00Z,2015-09-10 14:00:00,11.625,Working,-1,
2015-09-10T15:00:00Z,2015-09-10 15:00:00,11.722,Working,-1,
2015-09-10T16:00:00Z,2015-09-10 16:00:00,11.819,Working,-1,
2015-09-10T17:00:00Z,2015-09-10 17:00:00,11.916,Working,-1,
2015-09-10T18:00:00Z,2015-09-10 18:00:00,11.916,Working,-1,
2015-09-10T19:00:00Z,2015-09-10 19:00:00,11.916,Working,-1,
2015-09-10T20:00:00Z,2015-09-10 20:00:00,11.819,Working,-1,
2015-09-10T21:00:00Z,2015-09-10 21:00:00,11.722,Working,-1,
2015-09-10T22:00:00Z,2015-09-10 22:00:00,11.625,Working,-1,
2015-09-10T23:00:00Z,2015-09-10 23:00:00,11.528,Working,-1,
2015-09-11T00:00:00Z,2015-09-11 00:00:00,11.528,Working,-1,
2015-09-11T01:00:00Z,2015-09-11 01:00:00,11.431,Working,-1,
2015-09-11T02:00:00Z,2015-09-11 02:00:00,11.431,Working,-1,
2015-09-11T03:00:00Z,2015-09-11 03:00:00,11.334,Working,-1,
2015-09-11T04:00:00Z,2015-09-11 04:00:00,11.334,Working,-1,
2015-09-11T05:00:00Z,2015-09-11 05:00:00,11.334,Working,-1,
2015-09-11T06:00:00Z,2015-09-11 06:00:00,11.334,Working,-1,
2015-09-11T07:00:00Z,2015-09-11 07:00:00,11.334,Working,-1,
2015-09-11T08:00:00Z,2015-09-11 08:00:00,11.334,Working,-1,
2015-09-11T09:00:00Z,2015-09-11 09:00:00,11.431,Working,-1,
2015-09-11T10:00:00Z,2015-09-11 10:00:00,11.431,Working,-1,
2015-09-11T11:00:00Z,2015-09-11 11:00:00,11.528,Working,-1,
2015-09-11T12:00:00Z,2015-09-11 12:00:00,11.625,Working,-1,
2015-09-11T13:00:00Z,2015-09-11 13:00:00,11.819,Working,-1,
2015-09-11T14:00:00Z,2015-09-11 14:00:00,11.916,Working,-1,
2015-09-11T15:00:00Z,2015-09-11 15:00:00,12.013,Working,-1,
2015-09-11T16:00:00Z,2015-09-11 16:00:00,12.11,Working,-1,
2015-09-11T17:00:00Z,2015-09-11 17:00:00,12.013,Working,-1,
2015-09-11T18:00:00Z,2015-09-11 18:00:00,12.013,Working,-1,
2015-09-11T19:00:00Z,2015-09-11 19:00:00,11.916,Working,-1,
2015-09-11T20:00:00Z,2015-09-11 20:00:00,11.819,Working,-1,
2015-09-11T21:00:00Z,2015-09-11 21:00:00,11.722,Working,-1,
2015-09-11T22:00:00Z,2015-09-11 22:00:00,11.722,Working,-1,
2015-09-11T23:00:00Z,2015-09-11 23:00:00,11.722,Working,-1,
2015-09-12T00:00:00Z,2015-09-12 00:00:00,11.625,Working,-1,
2015-09-12T01:00:00Z,2015-09-12 01:00:00,11.625,Working,-1,
2015-09-12T02:00:00Z,2015-09-12 02:00:00,11.528,Working,-1,
2015-09-12T03:00:00Z,2015-09-12 03:00:00,11.528,Working,-1,
2015-09-12T04:00:00Z,2015-09-12 04:00:00,11.431,Working,-1,
2015-09-12T05:00:00Z,2015-09-12 05:00:00,11.334,Working,-1,
2015-09-12T06:00:00Z,2015-09-12 06:00:00,11.334,Working,-1,
2015-09-12T07:00:00Z,2015-09-12 07:00:00,11.236,Working,-1,
2015-09-12T08:00:00Z,2015-09-12 08:00:00,11.041,Working,-1,
2015-09-12T09:00:00Z,2015-09-12 09:00:00,10.651,Working,-1,
2015-09-12T10:00:00Z,2015-09-12 10:00:00,10.357,Working,-1,
2015-09-12T11:00:00Z,2015-09-12 11:00:00,10.553,Working,-1,
2015-09-12T12:00:00Z,2015-09-12 12:00:00,10.846,Working,-1,
2015-09-12T13:00:00Z,2015-09-12 13:00:00,11.041,Working,-1,
2015-09-12T14:00:00Z,2015-09-12 14:00:00,11.139,Working,-1,
2015-09-12T15:00:00Z,2015-09-12 15:00:00,11.431,Working,-1,
2015-09-12T16:00:00Z,2015-09-12 16:00:00,11.625,Working,-1,
2015-09-12T17:00:00Z,2015-09-12 17:00:00,11.916,Working,-1,
2015-09-12T18:00:00Z,2015-09-12 18:00:00,12.013,Working,-1,
2015-09-12T19:00:00Z,2015-09-12 19:00:00,11.916,Working,-1,
2015-09-12T20:00:00Z,2015-09-12 20:00:00,11.722,Working,-1,
2015-09-12T21:00:00Z,2015-09-12 21:00:00,11.625,Working,-1,
2015-09-12T22:00:00Z,2015-09-12 22:00:00,11.431,Working,-1,
2015-09-12T23:00:00Z,2015-09-12 23:00:00,11.431,Working,-1,
2015-09-13T00:00:00Z,2015-09-13 00:00:00,11.334,Working,-1,
2015-09-13T01:00:00Z,2015-09-13 01:00:00,11.334,Working,-1,
2015-09-13T02:00:00Z,2015-09-13 02:00:00,11.334,Working,-1,
2015-09-13T03:00:00Z,2015-09-13 03:00:00,11.236,Working,-1,
2015-09-13T04:00:00Z,2015-09-13 04:00:00,11.236,Working,-1,
2015-09-13T05:00:00Z,2015-09-13 05:00:00,11.236,Working,-1,
2015-09-13T06:00:00Z,2015-09-13 06:00:00,11.236,Working,-1,
2015-09-13T07:00:00Z,2015-09-13 07:00:00,11.236,Working,-1,
2015-09-13T08:00:00Z,2015-09-13 08:00:00,11.236,Working,-1,
2015-09-13T09:00:00Z,2015-09-13 09:00:00,11.236,Working,-1,
2015-09-13T10:00:00Z,2015-09-13 10:00:00,11.236,Working,-1,
2015-09-13T11:00:00Z,2015-09-13 11:00:00,11.236,Working,-1,
2015-09-13T12:00:00Z,2015-09-13 12:00:00,11.334,Working,-1,
2015-09-13T13:00:00Z,2015-09-13 13:00:00,11.431,Working,-1,
2015-09-13T14:00:00Z,2015-09-13 14:00:00,11.431,Working,-1,
2015-09-13T15:00:00Z,2015-09-13 15:00:00,11.528,Working,-1,
2015-09-13T16:00:00Z,2015-09-13 16:00:00,11.431,Working,-1,
2015-09-13T17:00:00Z,2015-09-13 17:00:00,11.334,Working,-1,
2015-09-13T18:00:00Z,2015-09-13 18:00:00,11.334,Working,-1,
2015-09-13T19:00:00Z,2015-09-13 19:00:00,11.139,Working,-1,
2015-09-13T20:00:00Z,2015-09-13 20:00:00,11.041,Working,-1,
2015-09-13T21:00:00Z,2015-09-13 21:00:00,11.041,Working,-1,
2015-09-13T22:00:00Z,2015-09-13 22:00:00,10.846,Working,-1,
2015-09-13T23:00:00Z,2015-09-13 23:00:00,10.455,Working,-1,
2015-09-14T00:00:00Z,2015-09-14 00:00:00,10.651,Working,-1,
2015-09-14T01:00:00Z,2015-09-14 01:00:00,10.748,Working,-1,
2015-09-14T02:00:00Z,2015-09-14 02:00:00,10.846,Working,-1,
2015-09-14T03:00:00Z,2015-09-14 03:00:00,10.846,Working,-1,
2015-09-14T04:00:00Z,2015-09-14 04:00:00,10.944,Working,-1,
2015-09-14T05:00:00Z,2015-09-14 05:00:00,11.041,Working,-1,
2015-09-14T06:00:00Z,2015-09-14 06:00:00,11.041,Working,-1,
2015-09-14T07:00:00Z,2015-09-14 07:00:00,11.041,Working,-1,
2015-09-14T08:00:00Z,2015-09-14 08:00:00,11.041,Working,-1,
2015-09-14T09:00:00Z,2015-09-14 09:00:00,11.139,Working,-1,
2015-09-14T10:00:00Z,2015-09-14 10:00:00,11.139,Working,-1,
2015-09-14T11:00:00Z,2015-09-14 11:00:00,11.139,Working,-1,
2015-09-14T12:00:00Z,2015-09-14 12:00:00,11.236,Working,-1,
2015-09-14T13:00:00Z,2015-09-14 13:00:00,11.334,Working,-1,
2015-09-14T14:00:00Z,2015-09-14 14:00:00,11.431,Working,-1,
2015-09-14T15:00:00Z,2015-09-14 15:00:00,11.528,Working,-1,
2015-09-14T16:00:00Z,2015-09-14 16:00:00,11.528,Working,-1,
2015-09-14T17:00:00Z,2015-09-14 17:00:00,11.528,Working,-1,
2015-09-14T18:00:00Z,2015-09-14 18:00:00,11.528,Working,-1,
2015-09-14T19:00:00Z,2015-09-14 19:00:00,11.431,Working,-1,
2015-09-14T20:00:00Z,2015-09-14 20:00:00,11.431,Working,-1,
2015-09-14T21:00:00Z,2015-09-14 21:00:00,11.334,Working,-1,
2015-09-14T22:00:00Z,2015-09-14 22:00:00,11.334,Working,-1,
2015-09-14T23:00:00Z,2015-09-14 23:00:00,11.334,Working,-1,
2015-09-15T00:00:00Z,2015-09-15 00:00:00,11.236,Working,-1,
2015-09-15T01:00:00Z,2015-09-15 01:00:00,11.236,Working,-1,
2015-09-15T02:00:00Z,2015-09-15 02:00:00,11.236,Working,-1,
2015-09-15T03:00:00Z,2015-09-15 03:00:00,11.236,Working,-1,
2015-09-15T04:00:00Z,2015-09-15 04:00:00,11.236,Working,-1,
2015-09-15T05:00:00Z,2015-09-15 05:00:00,11.139,Working,-1,
2015-09-15T06:00:00Z,2015-09-15 06:00:00,11.041,Working,-1,
2015-09-15T07:00:00Z,2015-09-15 07:00:00,10.944,Working,-1,
2015-09-15T08:00:00Z,2015-09-15 08:00:00,11.041,Working,-1,
2015-09-15T09:00:00Z,2015-09-15 09:00:00,11.041,Working,-1,
2015-09-15T10:00:00Z,2015-09-15 10:00:00,11.139,Working,-1,
2015-09-15T11:00:00Z,2015-09-15 11:00:00,11.139,Working,-1,
2015-09-15T12:00:00Z,2015-09-15 12:00:00,11.236,Working,-1,
2015-09-15T13:00:00Z,2015-09-15 13:00:00,11.236,Working,-1,
2015-09-15T14:00:00Z,2015-09-15 14:00:00,11.334,Working,-1,
2015-09-15T15:00:00Z,2015-09-15 15:00:00,11.431,Working,-1,
2015-09-15T16:00:00Z,2015-09-15 16:00:00,11.528,Working,-1,
2015-09-15T17:00:00Z,2015-09-15 17:00:00,11.528,Working,-1,
2015-09-15T18:00:00Z,2015-09-15 18:00:00,11.528,Working,-1,
2015-09-15T19:00:00Z,2015-09-15 19:00:00,11.431,Working,-1,
2015-09-15T20:00:00Z,2015-09-15 20:00:00,11.334,Working,-1,
2015-09-15T21:00:00Z,2015-09-15 21:00:00,11.334,Working,-1,
2015-09-15T22:00:00Z,2015-09-15 22:00:00,11.236,Working,-1,
2015-09-15T23:00:00Z,2015-09-15 23:00:00,11.139,Working,-1,
2015-09-16T00:00:00Z,2015-09-16 00:00:00,11.139,Working,-1,
2015-09-16T01:00:00Z,2015-09-16 01:00:00,11.139,Working,-1,
2015-09-16T02:00:00Z,2015-09-16 02:00:00,11.139,Working,-1,
2015-09-16T03:00:00Z,2015-09-16 03:00:00,11.139,Working,-1,
2015-09-16T04:00:00Z,2015-09-16 04:00:00,11.041,Working,-1,
2015-09-16T05:00:00Z,2015-09-16 05:00:00,10.944,Working,-1,
2015-09-16T06:00:00Z,2015-09-16 06:00:00,10.846,Working,-1,
2015-09-16T07:00:00Z,2015-09-16 07:00:00,10.846,Working,-1,
2015-09-16T08:00:00Z,2015-09-16 08:00:00,10.846,Working,-1,
2015-09-16T09:00:00Z,2015-09-16 09:00:00,10.748,Working,-1,
2015-09-16T10:00:00Z,2015-09-16 10:00:00,10.748,Working,-1,
2015-09-16T11:00:00Z,2015-09-16 11:00:00,10.846,Working,-1,
2015-09-16T12:00:00Z,2015-09-16 12:00:00,10.944,Working,-1,
2015-09-16T13:00:00Z,2015-09-16 13:00:00,10.944,Working,-1,
2015-09-16T14:00:00Z,2015-09-16 14:00:00,11.041,Working,-1,
2015-09-16T15:00:00Z,2015-09-16 15:00:00,11.139,Working,-1,
2015-09-16T16:00:00Z,2015-09-16 16:00:00,11.139,Working,-1,
2015-09-16T17:00:00Z,2015-09-16 17:00:00,11.236,Working,-1,
2015-09-16T18:00:00Z,2015-09-16 18:00:00,11.236,Working,-1,
2015-09-16T19:00:00Z,2015-09-16 19:00:00,11.236,Working,-1,
2015-09-16T20:00:00Z,2015-09-16 20:00:00,11.139,Working,-1,
2015-09-16T21:00:00Z,2015-09-16 21:00:00,11.139,Working,-1,
2015-09-16T22:00:00Z,2015-09-16 22:00:00,11.041,Working,-1,
2015-09-16T23:00:00Z,2015-09-16 23:00:00,11.041,Working,-1,
2015-09-17T00:00:00Z,2015-09-17 00:00:00,11.041,Working,-1,
2015-09-17T01:00:00Z,2015-09-17 01:00:00,10.944,Working,-1,
2015-09-17T02:00:00Z,2015-09-17 02:00:00,10.944,Working,-1,
2015-09-17T03:00:00Z,2015-09-17 03:00:00,10.944,Working,-1,
2015-09-17T04:00:00Z,2015-09-17 04:00:00,10.944,Working,-1,
2015-09-17T05:00:00Z,2015-09-17 05:00:00,10.846,Working,-1,
2015-09-17T06:00:00Z,2015-09-17 06:00:00,10.846,Working,-1,
2015-09-17T07:00:00Z,2015-09-17 07:00:00,10.846,Working,-1,
2015-09-17T08:00:00Z,2015-09-17 08:00:00,10.846,Working,-1,
2015-09-17T09:00:00Z,2015-09-17 09:00:00,10.846,Working,-1,
2015-09-17T10:00:00Z,2015-09-17 10:00:00,10.748,Working,-1,
2015-09-17T11:00:00Z,2015-09-17 11:00:00,10.748,Working,-1,
2015-09-17T12:00:00Z,2015-09-17 12:00:00,10.553,Working,-1,
2015-09-17T13:00:00Z,2015-09-17 13:00:00,10.651,Working,-1,
2015-09-17T14:00:00Z,2015-09-17 14:00:00,10.846,Working,-1,
2015-09-17T15:00:00Z,2015-09-17 15:00:00,10.846,Working,-1,
2015-09-17T16:00:00Z,2015-09-17 16:00:00,10.944,Working,-1,
2015-09-17T17:00:00Z,2015-09-17 17:00:00,10.846,Working,-1,
2015-09-17T18:00:00Z,2015-09-17 18:00:00,10.846,Working,-1,
2015-09-17T19:00:00Z,2015-09-17 19:00:00,10.846,Working,-1,
2015-09-17T20:00:00Z,2015-09-17 20:00:00,10.748,Working,-1,
2015-09-17T21:00:00Z,2015-09-17 21:00:00,10.651,Working,-1,
2015-09-17T22:00:00Z,2015-09-17 22:00:00,10.553,Working,-1,
2015-09-17T23:00:00Z,2015-09-17 23:00:00,10.357,Working,-1,
2015-09-18T00:00:00Z,2015-09-18 00:00:00,10.357,Working,-1,
2015-09-18T01:00:00Z,2015-09-18 01:00:00,10.357,Working,-1,
2015-09-18T02:00:00Z,2015-09-18 02:00:00,10.455,Working,-1,
2015-09-18T03:00:00Z,2015-09-18 03:00:00,10.455,Working,-1,
2015-09-18T04:00:00Z,2015-09-18 04:00:00,10.455,Working,-1,
2015-09-18T05:00:00Z,2015-09-18 05:00:00,10.455,Working,-1,
2015-09-18T06:00:00Z,2015-09-18 06:00:00,10.455,Working,-1,
2015-09-18T07:00:00Z,2015-09-18 07:00:00,10.357,Working,-1,
2015-09-18T08:00:00Z,2015-09-18 08:00:00,10.357,Working,-1,
2015-09-18T09:00:00Z,2015-09-18 09:00:00,10.357,Working,-1,
2015-09-18T10:00:00Z,2015-09-18 10:00:00,10.357,Working,-1,
2015-09-18T11:00:00Z,2015-09-18 11:00:00,10.455,Working,-1,
2015-09-18T12:00:00Z,2015-09-18 12:00:00,10.553,Working,-1,
2015-09-18T13:00:00Z,2015-09-18 13:00:00,10.651,Working,-1,
2015-09-18T14:00:00Z,2015-09-18 14:00:00,10.748,Working,-1,
2015-09-18T15:00:00Z,2015-09-18 15:00:00,10.846,Working,-1,
2015-09-18T16:00:00Z,2015-09-18 16:00:00,10.944,Working,-1,
2015-09-18T17:00:00Z,2015-09-18 17:00:00,10.944,Working,-1,
2015-09-18T18:00:00Z,2015-09-18 18:00:00,10.944,Working,-1,
2015-09-18T19:00:00Z,2015-09-18 19:00:00,10.846,Working,-1,
2015-09-18T20:00:00Z,2015-09-18 20:00:00,10.748,Working,-1,
2015-09-18T21:00:00Z,2015-09-18 21:00:00,10.651,Working,-1,
2015-09-18T22:00:00Z,2015-09-18 22:00:00,10.651,Working,-1,
2015-09-18T23:00:00Z,2015-09-18 23:00:00,10.651,Working,-1,
2015-09-19T00:00:00Z,2015-09-19 00:00:00,10.553,Working,-1,
2015-09-19T01:00:00Z,2015-09-19 01:00:00,10.553,Working,-1,
2015-09-19T02:00:00Z,2015-09-19 02:00:00,10.553,Working,-1,
2015-09-19T03:00:00Z,2015-09-19 03:00:00,10.553,Working,-1,
2015-09-19T04:00:00Z,2015-09-19 04:00:00,10.553,Working,-1,
2015-09-19T05:00:00Z,2015-09-19 05:00:00,10.455,Working,-1,
2015-09-19T06:00:00Z,2015-09-19 06:00:00,10.455,Working,-1,
2015-09-19T07:00:00Z,2015-09-19 07:00:00,10.455,Working,-1,
2015-09-19T08:00:00Z,2015-09-19 08:00:00,10.455,Working,-1,
2015-09-19T09:00:00Z,2015-09-19 09:00:00,10.357,Working,-1,
2015-09-19T10:00:00Z,2015-09-19 10:00:00,10.357,Working,-1,
2015-09-19T11:00:00Z,2015-09-19 11:00:00,10.357,Working,-1,
2015-09-19T12:00:00Z,2015-09-19 12:00:00,10.259,Working,-1,
2015-09-19T13:00:00Z,2015-09-19 13:00:00,10.259,Working,-1,
2015-09-19T14:00:00Z,2015-09-19 14:00:00,10.357,Working,-1,
2015-09-19T15:00:00Z,2015-09-19 15:00:00,10.455,Working,-1,
2015-09-19T16:00:00Z,2015-09-19 16:00:00,10.455,Working,-1,
2015-09-19T17:00:00Z,2015-09-19 17:00:00,10.455,Working,-1,
2015-09-19T18:00:00Z,2015-09-19 18:00:00,10.357,Working,-1,
2015-09-19T19:00:00Z,2015-09-19 19:00:00,10.259,Working,-1,
2015-09-19T20:00:00Z,2015-09-19 20:00:00,10.063,Working,-1,
2015-09-19T21:00:00Z,2015-09-19 21:00:00,9.965,Working,-1,
2015-09-19T22:00:00Z,2015-09-19 22:00:00,9.866,Working,-1,
2015-09-19T23:00:00Z,2015-09-19 23:00:00,9.965,Working,-1,
2015-09-20T00:00:00Z,2015-09-20 00:00:00,9.866,Working,-1,
2015-09-20T01:00:00Z,2015-09-20 01:00:00,9.866,Working,-1,
2015-09-20T02:00:00Z,2015-09-20 02:00:00,9.768,Working,-1,
2015-09-20T03:00:00Z,2015-09-20 03:00:00,9.669,Working,-1,
2015-09-20T04:00:00Z,2015-09-20 04:00:00,9.571,Working,-1,
2015-09-20T05:00:00Z,2015-09-20 05:00:00,9.571,Working,-1,
2015-09-20T06:00:00Z,2015-09-20 06:00:00,9.669,Working,-1,
2015-09-20T07:00:00Z,2015-09-20 07:00:00,9.669,Working,-1,
2015-09-20T08:00:00Z,2015-09-20 08:00:00,9.669,Working,-1,
2015-09-20T09:00:00Z,2015-09-20 09:00:00,9.669,Working,-1,
2015-09-20T10:00:00Z,2015-09-20 10:00:00,9.669,Working,-1,
2015-09-20T11:00:00Z,2015-09-20 11:00:00,9.768,Working,-1,
2015-09-20T12:00:00Z,2015-09-20 12:00:00,9.866,Working,-1,
2015-09-20T13:00:00Z,2015-09-20 13:00:00,9.965,Working,-1,
2015-09-20T14:00:00Z,2015-09-20 14:00:00,10.161,Working,-1,
2015-09-20T15:00:00Z,2015-09-20 15:00:00,10.357,Working,-1,
2015-09-20T16:00:00Z,2015-09-20 16:00:00,10.553,Working,-1,
2015-09-20T17:00:00Z,2015-09-20 17:00:00,10.553,Working,-1,
2015-09-20T18:00:00Z,2015-09-20 18:00:00,10.455,Working,-1,
2015-09-20T19:00:00Z,2015-09-20 19:00:00,10.357,Working,-1,
2015-09-20T20:00:00Z,2015-09-20 20:00:00,10.161,Working,-1,
2015-09-20T21:00:00Z,2015-09-20 21:00:00,9.965,Working,-1,
2015-09-20T22:00:00Z,2015-09-20 22:00:00,9.866,Working,-1,
2015-09-20T23:00:00Z,2015-09-20 23:00:00,9.768,Working,-1,
2015-09-21T00:00:00Z,2015-09-21 00:00:00,9.768,Working,-1,
2015-09-21T01:00:00Z,2015-09-21 01:00:00,9.768,Working,-1,
2015-09-21T02:00:00Z,2015-09-21 02:00:00,9.669,Working,-1,
2015-09-21T03:00:00Z,2015-09-21 03:00:00,9.669,Working,-1,
2015-09-21T04:00:00Z,2015-09-21 04:00:00,9.669,Working,-1,
2015-09-21T05:00:00Z,2015-09-21 05:00:00,9.669,Working,-1,
2015-09-21T06:00:00Z,2015-09-21 06:00:00,9.669,Working,-1,
2015-09-21T07:00:00Z,2015-09-21 07:00:00,9.669,Working,-1,
2015-09-21T08:00:00Z,2015-09-21 08:00:00,9.669,Working,-1,
2015-09-21T09:00:00Z,2015-09-21 09:00:00,9.571,Working,-1,
2015-09-21T10:00:00Z,2015-09-21 10:00:00,9.571,Working,-1,
2015-09-21T11:00:00Z,2015-09-21 11:00:00,9.571,Working,-1,
2015-09-21T12:00:00Z,2015-09-21 12:00:00,9.669,Working,-1,
2015-09-21T13:00:00Z,2015-09-21 13:00:00,9.768,Working,-1,
2015-09-21T14:00:00Z,2015-09-21 14:00:00,9.866,Working,-1,
2015-09-21T15:00:00Z,2015-09-21 15:00:00,9.965,Working,-1,
2015-09-21T16:00:00Z,2015-09-21 16:00:00,9.965,Working,-1,
2015-09-21T17:00:00Z,2015-09-21 17:00:00,9.866,Working,-1,
2015-09-21T18:00:00Z,2015-09-21 18:00:00,9.866,Working,-1,
2015-09-21T19:00:00Z,2015-09-21 19:00:00,9.866,Working,-1,
2015-09-21T20:00:00Z,2015-09-21 20:00:00,9.768,Working,-1,
2015-09-21T21:00:00Z,2015-09-21 21:00:00,9.571,Working,-1,
2015-09-21T22:00:00Z,2015-09-21 22:00:00,9.176,Working,-1,
2015-09-21T23:00:00Z,2015-09-21 23:00:00,9.373,Working,-1,
2015-09-22T00:00:00Z,2015-09-22 00:00:00,9.571,Working,-1,
2015-09-22T01:00:00Z,2015-09-22 01:00:00,9.472,Working,-1,
2015-09-22T02:00:00Z,2015-09-22 02:00:00,9.472,Working,-1,
2015-09-22T03:00:00Z,2015-09-22 03:00:00,9.472,Working,-1,
2015-09-22T04:00:00Z,2015-09-22 04:00:00,9.472,Working,-1,
2015-09-22T05:00:00Z,2015-09-22 05:00:00,9.373,Working,-1,
2015-09-22T06:00:00Z,2015-09-22 06:00:00,9.373,Working,-1,
2015-09-22T07:00:00Z,2015-09-22 07:00:00,9.275,Working,-1,
2015-09-22T08:00:00Z,2015-09-22 08:00:00,9.275,Working,-1,
2015-09-22T09:00:00Z,2015-09-22 09:00:00,9.275,Working,-1,
2015-09-22T10:00:00Z,2015-09-22 10:00:00,9.275,Working,-1,
2015-09-22T11:00:00Z,2015-09-22 11:00:00,9.373,Working,-1,
2015-09-22T12:00:00Z,2015-09-22 12:00:00,9.571,Working,-1,
2015-09-22T13:00:00Z,2015-09-22 13:00:00,9.571,Working,-1,
2015-09-22T14:00:00Z,2015-09-22 14:00:00,9.669,Working,-1,
2015-09-22T15:00:00Z,2015-09-22 15:00:00,9.965,Working,-1,
2015-09-22T16:00:00Z,2015-09-22 16:00:00,9.965,Working,-1,
2015-09-22T17:00:00Z,2015-09-22 17:00:00,9.965,Working,-1,
2015-09-22T18:00:00Z,2015-09-22 18:00:00,10.063,Working,-1,
2015-09-22T19:00:00Z,2015-09-22 19:00:00,9.768,Working,-1,
2015-09-22T20:00:00Z,2015-09-22 20:00:00,9.472,Working,-1,
2015-09-22T21:00:00Z,2015-09-22 21:00:00,9.275,Working,-1,
2015-09-22T22:00:00Z,2015-09-22 22:00:00,8.581,Working,-1,
2015-09-22T23:00:00Z,2015-09-22 23:00:00,8.481,Working,-1,
2015-09-23T00:00:00Z,2015-09-23 00:00:00,8.779,Working,-1,
2015-09-23T01:00:00Z,2015-09-23 01:00:00,8.779,Working,-1,
2015-09-23T02:00:00Z,2015-09-23 02:00:00,8.779,Working,-1,
2015-09-23T03:00:00Z,2015-09-23 03:00:00,8.779,Working,-1,
2015-09-23T04:00:00Z,2015-09-23 04:00:00,8.779,Working,-1,
2015-09-23T05:00:00Z,2015-09-23 05:00:00,8.68,Working,-1,
2015-09-23T06:00:00Z,2015-09-23 06:00:00,8.779,Working,-1,
2015-09-23T07:00:00Z,2015-09-23 07:00:00,8.779,Working,-1,
2015-09-23T08:00:00Z,2015-09-23 08:00:00,8.779,Working,-1,
2015-09-23T09:00:00Z,2015-09-23 09:00:00,8.779,Working,-1,
2015-09-23T10:00:00Z,2015-09-23 10:00:00,8.879,Working,-1,
2015-09-23T11:00:00Z,2015-09-23 11:00:00,9.077,Working,-1,
2015-09-23T12:00:00Z,2015-09-23 12:00:00,9.275,Working,-1,
2015-09-23T13:00:00Z,2015-09-23 13:00:00,9.176,Working,-1,
2015-09-23T14:00:00Z,2015-09-23 14:00:00,9.176,Working,-1,
2015-09-23T15:00:00Z,2015-09-23 15:00:00,12.304,Working,-1,
2015-09-23T16:00:00Z,2015-09-23 16:00:00,9.571,Working,-1,
2015-09-23T17:00:00Z,2015-09-23 17:00:00,9.669,Working,-1,
2015-09-23T18:00:00Z,2015-09-23 18:00:00,9.571,Working,-1,
2015-09-23T19:00:00Z,2015-09-23 19:00:00,9.275,Working,-1,
2015-09-23T20:00:00Z,2015-09-23 20:00:00,8.978,Working,-1,
2015-09-23T21:00:00Z,2015-09-23 21:00:00,8.68,Working,-1,
2015-09-23T22:00:00Z,2015-09-23 22:00:00,8.779,Working,-1,
2015-09-23T23:00:00Z,2015-09-23 23:00:00,8.779,Working,-1,
2015-09-24T00:00:00Z,2015-09-24 00:00:00,8.779,Working,-1,
2015-09-24T01:00:00Z,2015-09-24 01:00:00,8.779,Working,-1,
2015-09-24T02:00:00Z,2015-09-24 02:00:00,8.779,Working,-1,
2015-09-24T03:00:00Z,2015-09-24 03:00:00,8.779,Working,-1,
